application_type,homeownership,interest_rate,loan_amount
joint,RENT,19.03,13000
individual,MORTGAGE,7.96,8000
individual,OWN,9.44,18000
individual,OWN,11.99,8000
individual,MORTGAGE,13.59,20000
individual,OWN,7.97,9000
individual,RENT,16.02,25000
individual,MORTGAGE,12.62,30000
individual,RENT,5.32,7000
individual,RENT,7.97,15000
individual,OWN,12.61,30000
individual,RENT,11.98,15000
joint,MORTGAGE,16.01,16000
joint,OWN,18.45,16800
individual,OWN,10.9,11200
individual,RENT,9.92,11000
individual,OWN,12.61,27000
individual,RENT,11.99,30000
individual,MORTGAGE,9.43,28000
joint,OWN,10.9,17600
individual,OWN,20.39,18000
individual,MORTGAGE,9.44,19000
joint,MORTGAGE,9.44,28800
individual,MORTGAGE,12.61,18000
individual,RENT,16.01,15000
joint,MORTGAGE,12.61,16000
individual,MORTGAGE,10.9,10000
individual,RENT,6.71,10000
individual,OWN,9.43,10000
individual,RENT,10.41,10000
individual,RENT,10.9,20000
individual,RENT,16.02,11000
individual,MORTGAGE,14.08,21275
individual,RENT,10.91,5000
individual,OWN,7.34,18000
joint,MORTGAGE,9.92,31100
individual,RENT,23.88,8000
individual,MORTGAGE,10.9,5500
individual,MORTGAGE,12.62,6675
individual,MORTGAGE,9.93,20000
individual,MORTGAGE,6.72,5000
individual,RENT,21.45,18000
joint,MORTGAGE,13.59,15000
individual,RENT,6.72,2000
individual,RENT,15.04,14000
individual,RENT,7.97,6000
joint,MORTGAGE,13.59,16000
individual,RENT,9.44,6000
joint,RENT,10.41,5200
individual,RENT,6.72,1000
individual,MORTGAGE,7.96,3500
joint,OWN,9.44,8000
individual,OWN,10.91,4200
individual,RENT,18.45,10400
individual,OWN,13.58,3500
individual,RENT,9.93,12000
individual,MORTGAGE,9.44,15500
individual,MORTGAGE,15.05,25000
individual,RENT,12.62,20000
individual,RENT,10.42,10000
individual,RENT,9.44,6000
individual,RENT,10.9,18000
individual,RENT,6.72,10000
individual,MORTGAGE,26.77,24000
individual,MORTGAGE,12.61,9000
individual,RENT,7.35,11000
individual,RENT,6.07,5000
joint,MORTGAGE,6.72,15000
individual,MORTGAGE,10.91,40000
individual,RENT,21.45,18000
joint,MORTGAGE,11.99,27200
joint,MORTGAGE,12.61,30000
individual,RENT,7.34,7500
individual,RENT,15.05,7000
individual,RENT,7.35,15000
individual,MORTGAGE,6.08,40000
individual,RENT,11.98,40000
individual,MORTGAGE,21.45,7500
individual,MORTGAGE,6.71,20000
joint,MORTGAGE,9.93,25800
joint,MORTGAGE,10.9,12000
individual,MORTGAGE,6.07,7000
individual,RENT,6.07,8000
individual,MORTGAGE,7.34,25200
individual,OWN,12.62,12000
joint,MORTGAGE,18.45,7775
individual,MORTGAGE,6.71,13000
individual,OWN,15.04,20000
individual,MORTGAGE,7.35,6500
individual,RENT,11.99,24000
individual,MORTGAGE,6.72,4000
individual,RENT,6.72,32000
individual,OWN,20.0,28000
individual,RENT,6.71,20000
individual,MORTGAGE,6.08,3025
individual,MORTGAGE,7.96,9000
individual,OWN,6.07,25000
individual,RENT,7.34,30000
individual,RENT,9.93,16000
individual,MORTGAGE,10.91,25000
individual,RENT,16.02,17000
individual,RENT,17.47,18000
individual,RENT,15.04,33600
individual,MORTGAGE,6.08,24725
individual,MORTGAGE,21.85,9000
individual,MORTGAGE,16.01,20000
individual,RENT,10.91,5000
individual,MORTGAGE,15.05,12000
individual,OWN,10.41,15000
individual,RENT,7.97,8000
individual,MORTGAGE,18.06,3000
individual,MORTGAGE,9.92,10000
individual,RENT,9.44,3600
individual,MORTGAGE,9.93,40000
individual,MORTGAGE,10.41,25000
individual,RENT,6.71,12000
individual,RENT,9.44,10000
individual,RENT,9.93,10000
individual,MORTGAGE,5.31,16000
individual,MORTGAGE,10.9,25000
individual,RENT,23.87,4800
individual,MORTGAGE,5.32,20000
individual,RENT,18.06,15000
individual,MORTGAGE,22.9,9300
individual,MORTGAGE,9.93,21000
individual,OWN,5.31,13000
joint,OWN,19.42,9600
individual,MORTGAGE,26.3,35000
individual,RENT,21.45,12000
joint,MORTGAGE,26.3,6050
individual,MORTGAGE,6.72,4000
joint,MORTGAGE,7.97,16000
joint,MORTGAGE,21.45,16000
joint,MORTGAGE,6.71,12000
individual,OWN,5.32,12000
individual,RENT,6.71,6000
joint,RENT,15.05,9600
individual,RENT,17.09,26500
individual,RENT,10.41,4000
joint,RENT,9.43,5000
joint,MORTGAGE,11.98,20000
individual,MORTGAGE,18.45,15000
individual,MORTGAGE,7.97,6000
individual,MORTGAGE,11.98,15000
individual,MORTGAGE,9.44,9000
joint,MORTGAGE,11.98,40000
individual,MORTGAGE,7.97,1000
individual,MORTGAGE,5.32,10000
individual,RENT,24.84,4600
joint,MORTGAGE,20.39,14000
individual,MORTGAGE,9.93,20000
individual,MORTGAGE,6.08,8000
individual,RENT,11.99,10000
individual,OWN,12.62,14000
individual,RENT,6.72,5000
individual,RENT,7.97,2000
joint,MORTGAGE,7.34,12800
individual,MORTGAGE,12.62,25000
individual,OWN,6.08,6000
individual,MORTGAGE,10.91,6500
individual,MORTGAGE,10.41,15600
joint,MORTGAGE,10.9,17000
individual,RENT,14.08,9800
individual,RENT,21.45,20000
individual,MORTGAGE,12.62,27000
individual,RENT,13.58,10000
individual,RENT,7.96,10000
individual,RENT,20.0,15000
individual,OWN,15.04,14000
individual,RENT,6.08,3500
individual,MORTGAGE,20.0,35000
joint,MORTGAGE,16.01,10000
individual,MORTGAGE,13.59,5000
individual,MORTGAGE,10.42,24000
individual,RENT,16.02,8000
individual,RENT,11.99,26000
joint,MORTGAGE,7.34,25000
joint,OWN,20.0,15000
individual,OWN,11.98,10000
individual,RENT,6.72,16000
individual,RENT,7.96,40000
individual,RENT,17.47,8800
individual,RENT,7.97,6500
individual,RENT,19.03,15000
individual,OWN,7.96,40000
joint,RENT,18.06,35000
joint,MORTGAGE,17.09,7000
individual,OWN,18.06,8000
individual,RENT,12.61,3500
individual,RENT,10.42,10000
individual,MORTGAGE,16.02,10000
individual,MORTGAGE,9.92,13000
individual,MORTGAGE,10.41,10000
individual,RENT,15.05,6050
individual,RENT,10.41,9600
individual,OWN,12.62,14000
individual,RENT,6.08,16000
individual,RENT,18.06,10000
individual,OWN,11.98,15000
joint,RENT,14.07,21000
individual,MORTGAGE,7.97,10000
individual,OWN,11.98,6000
individual,MORTGAGE,10.9,14425
individual,RENT,6.72,10000
joint,MORTGAGE,14.07,35000
individual,RENT,25.82,22000
individual,MORTGAGE,12.62,12000
individual,OWN,10.91,8000
joint,RENT,26.77,21000
individual,MORTGAGE,5.32,36000
individual,MORTGAGE,10.41,14000
individual,RENT,18.06,7475
individual,OWN,9.44,2800
individual,RENT,10.41,18000
individual,MORTGAGE,17.09,16000
joint,RENT,9.44,12000
individual,RENT,21.45,10000
individual,RENT,9.43,40000
individual,RENT,9.93,5000
individual,MORTGAGE,13.59,17000
individual,RENT,6.72,10000
individual,OWN,26.3,16000
individual,RENT,21.85,30000
individual,RENT,15.04,20000
individual,RENT,10.41,20800
individual,RENT,6.71,24000
individual,RENT,7.35,3800
individual,MORTGAGE,6.07,9500
individual,RENT,13.59,30000
individual,RENT,5.32,5075
individual,MORTGAGE,13.58,20000
joint,MORTGAGE,24.84,30000
individual,RENT,21.45,15000
joint,MORTGAGE,7.96,15000
individual,RENT,21.45,10000
individual,RENT,7.35,10000
individual,RENT,10.91,16000
individual,OWN,17.47,11200
individual,MORTGAGE,10.42,6000
joint,MORTGAGE,6.71,15000
individual,MORTGAGE,7.35,10000
individual,MORTGAGE,28.72,30000
individual,MORTGAGE,17.09,12000
individual,RENT,15.05,13000
individual,RENT,14.08,10000
individual,RENT,16.02,6000
individual,MORTGAGE,16.02,18000
individual,MORTGAGE,12.61,15000
individual,RENT,5.32,5000
individual,RENT,17.47,12000
individual,RENT,17.47,20000
joint,MORTGAGE,17.09,16000
joint,MORTGAGE,21.85,35000
individual,OWN,15.04,14000
individual,MORTGAGE,11.98,40000
individual,MORTGAGE,10.42,16450
individual,MORTGAGE,9.43,6500
individual,MORTGAGE,18.45,8000
joint,MORTGAGE,20.0,20000
individual,RENT,5.32,7800
individual,MORTGAGE,6.08,6000
individual,MORTGAGE,15.04,6300
individual,RENT,15.04,4000
joint,RENT,13.59,2750
individual,MORTGAGE,9.92,22000
individual,RENT,12.62,22000
individual,RENT,14.08,10000
individual,RENT,25.81,10275
individual,MORTGAGE,18.45,35000
individual,RENT,7.97,3600
individual,MORTGAGE,9.92,40000
individual,RENT,13.59,20000
individual,MORTGAGE,11.98,26000
individual,RENT,13.59,10000
individual,RENT,16.02,12900
individual,RENT,15.05,15000
individual,RENT,10.9,7200
individual,MORTGAGE,15.04,28000
joint,RENT,15.04,36400
individual,RENT,11.98,12500
individual,RENT,7.96,15000
individual,OWN,9.92,6000
joint,MORTGAGE,14.08,20000
individual,OWN,6.08,20000
individual,MORTGAGE,12.61,10000
individual,MORTGAGE,16.02,10000
individual,RENT,5.31,20000
individual,RENT,6.08,5000
individual,MORTGAGE,18.45,6000
joint,MORTGAGE,9.44,32000
individual,RENT,6.07,12000
individual,MORTGAGE,9.44,40000
joint,RENT,16.02,17000
individual,RENT,6.07,10000
individual,RENT,25.82,30000
joint,OWN,15.05,3500
individual,MORTGAGE,6.07,8000
joint,MORTGAGE,7.97,30000
individual,MORTGAGE,11.99,21500
individual,OWN,18.45,30000
individual,MORTGAGE,9.92,6600
individual,MORTGAGE,13.59,21600
joint,RENT,9.43,22000
individual,MORTGAGE,16.01,20000
individual,RENT,11.98,19000
individual,MORTGAGE,10.91,9600
individual,OWN,6.71,12000
individual,MORTGAGE,11.98,3000
individual,RENT,11.99,9000
individual,RENT,9.92,16000
joint,OWN,11.98,12850
individual,MORTGAGE,6.08,15000
individual,RENT,6.08,18000
individual,OWN,7.96,10000
joint,RENT,9.93,12000
individual,RENT,6.71,8250
individual,MORTGAGE,10.91,28000
individual,MORTGAGE,19.03,35000
individual,MORTGAGE,9.93,8000
individual,MORTGAGE,7.34,15000
individual,RENT,15.04,8000
individual,RENT,18.45,13000
joint,MORTGAGE,9.44,28500
individual,MORTGAGE,6.08,17000
individual,RENT,7.35,22400
individual,MORTGAGE,13.59,4000
joint,MORTGAGE,17.09,35950
individual,MORTGAGE,10.91,35000
individual,MORTGAGE,13.59,5000
individual,RENT,5.32,3900
individual,MORTGAGE,10.91,11000
individual,RENT,16.01,14400
joint,OWN,10.42,40000
individual,MORTGAGE,9.43,2500
individual,MORTGAGE,9.43,14400
individual,RENT,6.07,7150
individual,MORTGAGE,11.99,22000
individual,MORTGAGE,10.42,5000
individual,MORTGAGE,14.07,32000
joint,MORTGAGE,13.59,25600
individual,MORTGAGE,10.9,10700
joint,RENT,14.08,24000
individual,MORTGAGE,11.98,32000
individual,MORTGAGE,11.99,24000
individual,MORTGAGE,11.99,30000
individual,RENT,6.71,4200
individual,MORTGAGE,9.92,40000
individual,OWN,10.9,15000
individual,MORTGAGE,9.93,12000
individual,OWN,11.99,12000
individual,MORTGAGE,5.32,25000
individual,OWN,18.45,10000
individual,RENT,6.07,25000
individual,RENT,11.98,3200
individual,MORTGAGE,10.9,15000
individual,RENT,11.98,8500
individual,MORTGAGE,12.62,35000
individual,MORTGAGE,10.9,18000
individual,MORTGAGE,5.32,10000
individual,RENT,11.98,4000
individual,MORTGAGE,19.03,30000
joint,MORTGAGE,6.07,8500
individual,MORTGAGE,13.59,4000
individual,RENT,12.61,8000
individual,RENT,14.07,35000
individual,OWN,12.62,35000
individual,MORTGAGE,21.45,14000
individual,RENT,23.88,17000
individual,MORTGAGE,9.44,12000
individual,MORTGAGE,6.08,10000
individual,RENT,21.85,6300
individual,RENT,7.34,20000
individual,OWN,14.07,8400
joint,MORTGAGE,11.99,30000
individual,RENT,7.97,3600
individual,MORTGAGE,11.98,8000
joint,MORTGAGE,17.47,24000
individual,MORTGAGE,23.87,20000
individual,RENT,7.35,30000
individual,RENT,16.02,20000
individual,MORTGAGE,10.9,5000
individual,MORTGAGE,12.61,25000
individual,MORTGAGE,14.08,10500
individual,MORTGAGE,9.92,6000
individual,OWN,15.05,16000
individual,MORTGAGE,9.43,8000
individual,RENT,6.07,10000
individual,RENT,6.08,12000
individual,MORTGAGE,6.08,25000
individual,MORTGAGE,10.9,40000
individual,RENT,13.58,23000
individual,RENT,18.45,35000
individual,RENT,7.35,5000
individual,RENT,6.72,40000
individual,RENT,16.02,8000
individual,MORTGAGE,10.42,5000
individual,OWN,14.08,27000
joint,MORTGAGE,13.58,27000
joint,MORTGAGE,7.97,15000
individual,MORTGAGE,10.91,6700
individual,RENT,9.44,12000
individual,MORTGAGE,16.01,13550
individual,MORTGAGE,10.42,15000
individual,MORTGAGE,17.47,20000
individual,MORTGAGE,18.06,12000
joint,MORTGAGE,11.99,38500
individual,RENT,11.98,4350
individual,RENT,15.04,11000
individual,RENT,7.35,6000
joint,RENT,9.44,10000
individual,RENT,9.92,30000
joint,RENT,11.98,10000
individual,MORTGAGE,10.42,19000
individual,OWN,7.35,13000
individual,RENT,9.44,4000
joint,RENT,9.43,9000
joint,RENT,18.06,30000
individual,MORTGAGE,21.85,20000
joint,MORTGAGE,9.93,10000
individual,MORTGAGE,20.39,21000
individual,OWN,7.34,7000
individual,RENT,15.05,7500
individual,MORTGAGE,10.9,20400
joint,OWN,20.39,1000
individual,RENT,24.85,15000
individual,RENT,7.35,21000
individual,MORTGAGE,9.44,22000
individual,MORTGAGE,17.47,10000
individual,RENT,10.91,12525
individual,MORTGAGE,9.44,2000
individual,MORTGAGE,6.71,25000
individual,RENT,15.04,14000
individual,MORTGAGE,10.41,35000
individual,MORTGAGE,13.59,13000
individual,RENT,11.99,20000
individual,MORTGAGE,20.0,5000
individual,MORTGAGE,12.62,26000
individual,RENT,6.71,14000
individual,MORTGAGE,11.98,1300
individual,RENT,7.35,3700
joint,RENT,12.62,36000
individual,MORTGAGE,11.99,19200
individual,RENT,11.98,22000
individual,RENT,18.06,9800
individual,MORTGAGE,12.61,12000
individual,OWN,17.47,28500
individual,RENT,15.05,25000
individual,OWN,9.43,6000
individual,OWN,5.31,3500
individual,RENT,10.41,12000
individual,RENT,15.05,4500
joint,MORTGAGE,7.35,15000
individual,MORTGAGE,19.03,10000
joint,MORTGAGE,10.41,5000
individual,MORTGAGE,10.91,5600
individual,RENT,7.97,12000
individual,OWN,9.93,8800
individual,OWN,12.62,25000
individual,MORTGAGE,12.62,10000
individual,MORTGAGE,18.06,15000
individual,RENT,6.71,12000
individual,MORTGAGE,6.07,20000
individual,MORTGAGE,18.06,2600
individual,MORTGAGE,5.32,20000
individual,MORTGAGE,13.59,33550
individual,MORTGAGE,7.96,3000
individual,MORTGAGE,9.43,40000
individual,MORTGAGE,5.31,6000
joint,MORTGAGE,6.07,40000
individual,MORTGAGE,21.45,15000
individual,RENT,7.35,20000
individual,OWN,11.98,16000
joint,MORTGAGE,7.34,14000
individual,MORTGAGE,6.07,20000
individual,MORTGAGE,12.61,20000
individual,MORTGAGE,7.34,10000
individual,RENT,9.93,3000
individual,MORTGAGE,9.44,15000
individual,MORTGAGE,18.45,11200
individual,MORTGAGE,6.07,20000
individual,RENT,11.99,3000
individual,MORTGAGE,9.44,8500
individual,MORTGAGE,12.62,3000
individual,MORTGAGE,11.98,28950
individual,MORTGAGE,12.61,30000
joint,RENT,5.32,20000
individual,MORTGAGE,12.61,35000
individual,MORTGAGE,9.44,17000
individual,MORTGAGE,15.04,7500
individual,MORTGAGE,6.71,2500
individual,MORTGAGE,7.35,15000
joint,MORTGAGE,6.07,36000
individual,RENT,15.04,5000
individual,RENT,9.92,25000
individual,RENT,16.01,20000
individual,MORTGAGE,6.72,5250
individual,RENT,15.05,4500
individual,RENT,22.91,1000
individual,MORTGAGE,28.72,18000
individual,MORTGAGE,6.71,35000
individual,RENT,10.42,10000
individual,RENT,9.93,22000
individual,MORTGAGE,7.35,7000
individual,RENT,26.3,12000
joint,RENT,7.34,10000
individual,RENT,9.43,12000
individual,MORTGAGE,10.41,20000
individual,MORTGAGE,13.58,5000
individual,RENT,14.08,4000
individual,MORTGAGE,9.44,12000
individual,RENT,10.91,10000
individual,MORTGAGE,9.44,9000
individual,RENT,6.08,33000
joint,MORTGAGE,6.71,40000
individual,RENT,10.91,16000
individual,RENT,14.08,35000
individual,OWN,11.98,13975
individual,RENT,5.32,8000
individual,OWN,6.72,35000
individual,MORTGAGE,6.71,25000
individual,RENT,15.05,3500
individual,RENT,10.9,10000
individual,RENT,12.62,11200
joint,MORTGAGE,11.99,30000
individual,MORTGAGE,5.32,10000
individual,RENT,5.32,10000
individual,RENT,19.03,15000
individual,RENT,9.93,7500
individual,MORTGAGE,14.07,22000
individual,RENT,13.58,6000
individual,RENT,5.31,6025
individual,RENT,20.39,10000
individual,RENT,6.71,30000
individual,RENT,13.58,20000
individual,OWN,9.93,10000
individual,MORTGAGE,6.71,12000
individual,RENT,10.91,6100
individual,RENT,7.97,12000
individual,MORTGAGE,10.41,4000
individual,RENT,14.08,6000
individual,MORTGAGE,5.32,30000
individual,MORTGAGE,10.91,9600
individual,OWN,12.62,10500
joint,OWN,9.44,6000
joint,MORTGAGE,16.01,5525
individual,RENT,11.98,5900
individual,RENT,6.07,13600
individual,OWN,17.47,12000
individual,MORTGAGE,10.91,20000
joint,RENT,21.85,23000
individual,OWN,30.79,25000
individual,RENT,7.96,19000
individual,MORTGAGE,10.42,1500
individual,OWN,6.72,15000
individual,RENT,14.07,25000
individual,MORTGAGE,15.05,5600
joint,MORTGAGE,13.59,7000
individual,RENT,12.62,35000
individual,OWN,6.08,8000
joint,RENT,10.91,18000
individual,RENT,16.01,30000
individual,MORTGAGE,9.44,15000
individual,OWN,10.41,4800
joint,MORTGAGE,10.42,21000
joint,MORTGAGE,10.42,12500
individual,MORTGAGE,5.32,13000
joint,MORTGAGE,10.9,28000
individual,OWN,13.59,10300
individual,OWN,9.92,6400
individual,OWN,21.85,10000
individual,MORTGAGE,7.35,2500
individual,RENT,11.99,30000
individual,RENT,24.84,22500
individual,MORTGAGE,6.71,5000
individual,OWN,7.97,40000
joint,RENT,13.59,3600
individual,RENT,12.61,6800
joint,MORTGAGE,15.05,34725
individual,RENT,14.07,35000
joint,MORTGAGE,20.39,30000
individual,RENT,13.59,17000
individual,OWN,10.9,3000
joint,MORTGAGE,10.42,15000
individual,RENT,10.91,24000
individual,RENT,9.92,6000
joint,OWN,12.61,8000
individual,RENT,12.61,16000
joint,MORTGAGE,7.96,30000
joint,MORTGAGE,5.32,40000
joint,OWN,16.02,7000
individual,RENT,9.92,15000
individual,OWN,11.98,12000
individual,RENT,6.08,6000
individual,MORTGAGE,9.44,26650
individual,MORTGAGE,11.98,10000
individual,RENT,20.39,20000
individual,OWN,7.97,10000
individual,RENT,16.02,15000
individual,MORTGAGE,14.07,40000
individual,RENT,21.45,1500
individual,RENT,6.08,3500
individual,MORTGAGE,6.71,21000
individual,MORTGAGE,15.04,14650
individual,RENT,18.45,20000
individual,OWN,18.45,12000
individual,MORTGAGE,13.59,20000
individual,MORTGAGE,13.58,24000
joint,RENT,13.59,30000
individual,RENT,15.05,8000
joint,OWN,7.34,40000
individual,RENT,19.03,15000
individual,RENT,19.42,32000
individual,MORTGAGE,9.92,8500
joint,MORTGAGE,7.97,16000
individual,RENT,9.44,10000
individual,MORTGAGE,7.96,12000
individual,MORTGAGE,15.05,12500
individual,RENT,7.35,1000
individual,RENT,7.35,40000
individual,MORTGAGE,18.06,35000
individual,RENT,13.59,6200
individual,MORTGAGE,6.71,15000
individual,MORTGAGE,6.08,6000
individual,OWN,17.47,5000
individual,MORTGAGE,15.05,40000
individual,MORTGAGE,7.34,19000
individual,RENT,12.61,10000
joint,MORTGAGE,7.35,39600
individual,RENT,9.93,16000
individual,RENT,18.45,6000
individual,RENT,18.06,6000
joint,MORTGAGE,20.39,25000
individual,MORTGAGE,7.35,40000
individual,MORTGAGE,16.02,25200
individual,OWN,5.32,10000
individual,MORTGAGE,12.62,30000
individual,RENT,10.9,30000
individual,MORTGAGE,13.59,35000
individual,MORTGAGE,6.07,25000
individual,MORTGAGE,10.9,5000
individual,OWN,10.9,8000
individual,RENT,16.02,35000
individual,MORTGAGE,7.97,28000
individual,MORTGAGE,6.72,2500
individual,RENT,17.09,5600
individual,MORTGAGE,12.61,13000
individual,MORTGAGE,9.44,14400
individual,RENT,13.59,10100
individual,MORTGAGE,19.03,7400
individual,RENT,9.44,14000
individual,MORTGAGE,9.44,20000
individual,MORTGAGE,16.02,40000
individual,MORTGAGE,14.07,4000
individual,MORTGAGE,6.72,10400
individual,RENT,7.97,16000
individual,OWN,22.91,17550
individual,OWN,17.47,12000
individual,RENT,14.08,7000
individual,RENT,18.06,19000
joint,MORTGAGE,9.93,25000
individual,RENT,23.88,30000
individual,RENT,13.59,1825
individual,MORTGAGE,7.96,8300
individual,MORTGAGE,5.31,10000
individual,MORTGAGE,6.08,7000
individual,RENT,14.08,3500
individual,RENT,7.34,12000
individual,RENT,18.06,10200
individual,MORTGAGE,6.0,8000
individual,MORTGAGE,13.59,13000
individual,MORTGAGE,18.06,11000
individual,RENT,14.07,13000
individual,RENT,13.58,10000
individual,RENT,7.35,4500
individual,RENT,9.43,8500
individual,RENT,21.45,18000
individual,MORTGAGE,11.99,23000
joint,MORTGAGE,24.84,30000
individual,MORTGAGE,6.72,22000
individual,MORTGAGE,9.44,15000
individual,MORTGAGE,5.32,24000
individual,MORTGAGE,9.43,10000
individual,MORTGAGE,15.05,15000
individual,RENT,9.93,10000
individual,RENT,30.65,11450
individual,RENT,11.98,5000
individual,RENT,14.08,14000
individual,RENT,19.03,4000
individual,RENT,6.72,5000
individual,MORTGAGE,21.45,20000
joint,MORTGAGE,10.41,20000
individual,MORTGAGE,11.98,9000
individual,RENT,12.62,10000
individual,OWN,7.97,4000
individual,OWN,10.91,4800
individual,MORTGAGE,6.72,12000
individual,MORTGAGE,15.05,6000
individual,MORTGAGE,19.03,10000
joint,MORTGAGE,13.58,30700
individual,MORTGAGE,13.58,10000
individual,MORTGAGE,13.59,12600
individual,MORTGAGE,9.93,13200
individual,MORTGAGE,10.91,12175
joint,MORTGAGE,9.44,35000
individual,MORTGAGE,7.97,5000
joint,RENT,24.85,12000
individual,MORTGAGE,6.08,20000
